num_listings,median_price
8,41.495000000000005
8,92.5
2,22.494999999999997
8,162.5
27,50.0
7,25.0
18,20.0
8,45.480000000000004
53,25.0
7,100.0
0,0.0
8,31.494999999999997
22,16.5
6,122.5
5,70.0
20,27.5
4,50.0
10,30.0
3,34.99
13,45.0
17,35.0
14,14.305
5,75.0
3,25.0
25,30.0
2,25.0
1,75.0
4,13.995000000000001
17,25.0
20,7.0
75,10.0
15,40.0
28,35.0
4,49.995000000000005
4,15.995
10,27.494999999999997
17,90.0
10,35.0
28,205.0
16,35.5
16,35.0
12,42.5
16,17.5
21,100.0
4,43.995000000000005
17,60.0
20,44.5
26,24.5
16,42.495000000000005
8,60.0
20,202.5
7,41.99
5,18.0
11,19.0
0,0.0
10,225.0
1,19.79
28,20.0
4,17.5
23,15.0
15,30.0
2,76.49
7,38.99
18,20.0
5,75.0
10,35.0
5,60.0
3,40.0
14,5.5
14,84.995
13,30.0
22,37.165
4,7.5
9,25.0
3,250.0
13,35.0
2,92.495
23,60.0
1,20.0
3,300.0
10,30.0
2,37.0
11,35.0
5,48.99
9,25.0
14,42.5
11,36.99
2,49.0
2,37.495000000000005
3,39.98
4,110.0
8,54.5
9,20.0
14,10.0
3,42.0
13,80.0
3,10.0
4,187.5
5,38.99
3,300.0
6,61.5
4,89.975
18,13.995000000000001
18,30.0
7,36.34
2,24.994999999999997
3,30.0
8,25.0
6,69.5
1,80.0
8,115.0
8,26.0
7,37.49
1,40.0
16,30.0
50,262.5
16,28.5
3,36.0
5,60.0
7,80.0
32,35.0
6,42.945
32,62.5
25,30.0
19,29.95
8,22.0
2,475.0
11,100.0
3,50.0
7,30.0
13,114.99
9,18.0
8,59.495000000000005
3,39.99
9,80.0
7,15.0
11,39.95
7,22.99
2,142.0
17,19.0
3,100.0
23,19.0
22,19.994999999999997
11,59.95
4,27.5
4,59.5
17,15.0
0,0.0
7,58.95
0,0.0
5,74.78
5,29.0
13,51.99
10,20.0
15,48.0
4,41.245000000000005
11,14.99
5,19.0
24,50.0
17,30.0
0,0.0
8,10.0
10,45.0
8,45.0
7,22.0
12,16.880000000000003
8,299.5
84,20.0
8,70.0
30,30.0
3,60.0
19,30.0
17,30.0
29,41.63
0,0.0
20,60.0
6,48.495000000000005
6,50.0
6,23.75
10,144.995
9,75.0
20,124.99000000000001
21,20.0
2,81.995
22,37.0
0,0.0
6,109.5
14,194.495
3,30.0
42,35.0
11,17.0
22,60.0
2,19.244999999999997
19,12.5
1,60.0
4,46.495000000000005
6,26.5
8,37.0
7,50.0
11,75.0
16,45.0
2,55.0
0,0.0
17,25.0
5,38.0
25,20.0
2,41.5
2,50.0
5,15.99
1,60.0
9,6.0
14,24.0
17,40.0
6,18.995
16,35.0
9,30.0
9,27.0
24,21.0
11,55.0
11,20.0
14,27.475
20,51.5
13,30.0
9,40.0
3,180.0
21,30.0
1,34.99
21,28.0
2,100.0
6,27.5
7,95.0
28,52.5
0,0.0
2,118.24000000000001
4,21.5
2,28.5
10,34.09
26,15.0
14,42.5
3,24.98
4,57.5
2,41.995000000000005
7,65.0
19,45.0
18,27.5
6,20.5
10,49.0
11,32.0
24,13.475
11,59.99
18,209.5
10,15.375
4,67.995
9,53.6
10,14.25
5,120.0
15,40.0
6,19.0
22,15.0
3,45.43
3,14.0
2,37.5
5,28.99
9,149.0
3,50.0
1,5.0
18,13.0
3,19.98
13,55.0
40,29.5
10,9.5
8,24.5
10,70.0
6,30.0
8,43.49
15,27.0
17,30.0
10,21.990000000000002
16,15.0
7,20.0
17,59.0
5,62.99
1,59.0
12,77.5
13,80.0
43,20.0
9,55.0
71,20.0
10,37.5
3,78.99
9,70.0
5,40.0
17,50.0
7,25.0
9,40.0
18,25.0
24,33.015
15,40.0
9,60.0
15,35.0
75,20.0
10,49.5
1,17.0
3,20.0
1,80.0
16,31.0
6,8.495000000000001
1,120.0
18,6.745
8,32.175
20,30.0
5,45.0
12,28.0
20,14.975
4,10.99
4,11.995000000000001
18,52.5
6,49.5
53,20.0
0,0.0
13,49.99
14,41.0
5,25.0
2,125.0
12,42.0
4,59.25
17,25.0
7,10.0
8,21.595
5,49.0
12,39.995000000000005
0,0.0
7,60.0
4,32.480000000000004
20,31.5
1,14.99
49,20.0
12,35.0
10,24.5
14,30.0
1,5.0
12,27.5
31,36.99
46,38.5
5,16.34
30,50.0
5,18.0
2,700.0
12,22.975
2,38.5
7,30.0
4,51.66
7,26.34
14,90.0
5,29.0
4,25.0
7,60.0
1,79.0
18,175.0
11,18.0
1,18.0
9,28.0
6,52.475
3,10.0
13,35.0
0,0.0
1,49.0
15,59.96
7,24.0
8,80.0
10,26.0
6,23.740000000000002
7,15.0
11,38.0
10,100.405
6,47.475
12,40.0
4,8.0
6,37.5
7,70.0
0,0.0
14,5.0
0,0.0
14,19.955
5,40.0
10,30.0
14,34.975
15,35.0
0,0.0
25,15.0
22,9.49
9,19.0
27,95.0
30,87.0
17,10.0
6,8.25
1,25.0
2,15.0
13,55.0
4,19.979999999999997
1,19.0
4,8.5
5,10.0
1,120.0
11,25.95
3,34.99
9,20.0
15,21.99
6,45.0
6,9.0
10,29.0
8,47.5
2,75.0
8,49.0
11,34.99
8,117.5
9,15.96
10,9.5
15,45.0
8,36.99
8,8.0
16,40.0
25,89.99
2,41.495000000000005
18,8.495000000000001
29,20.0
7,10.0
7,90.0
6,62.0
9,30.0
0,0.0
5,10.0
15,18.0
15,70.0
2,15.0
11,15.0
18,39.5
1,34.49
8,33.5
8,50.0
4,60.0
0,0.0
18,112.5
10,21.0
19,75.0
3,19.99
1,18.0
10,11.0
9,120.0
19,36.0
9,50.0
3,47.99
15,31.65
0,0.0
7,34.99
5,25.0
0,0.0
14,79.5
1,20.0
7,89.99
11,55.0
18,26.0
17,25.0
4,63.0
13,40.0
2,135.0
1,28.0
21,22.95
17,60.0
23,15.0
2,22.475
2,174.995
9,15.0
14,44.5
8,17.0
1,10.0
29,55.0
9,20.0
19,8.0
18,20.0
1,15.0
6,42.495000000000005
10,44.975
6,59.995
6,60.0
12,30.0
14,15.0
3,100.0
2,22.994999999999997
0,0.0
3,17.95
4,90.0
15,30.0
2,19.0
18,30.0
9,30.0
11,400.0
30,16.0
1,120.0
29,55.0
1,50.0
1,38.99
11,25.0
1,60.0
14,130.0
5,59.95
71,20.0
1,25.0
4,34.975
3,7.0
8,13.75
9,60.0
10,17.494999999999997
19,30.0
1,14.99
12,46.5
5,36.34
19,7.0
2,19.5
3,25.0
2,23.494999999999997
20,25.0
4,38.495000000000005
15,30.0
3,40.0
7,10.0
7,22.0
4,60.0
0,0.0
7,35.0
1,70.0
7,38.0
11,32.0
6,74.995
0,0.0
13,30.0
4,155.0
8,60.0
31,100.0
14,90.0
8,120.0
24,38.495000000000005
24,20.0
2,36.72
19,40.0
2,142.5
15,15.0
2,32.495000000000005
5,20.0
26,20.0
4,95.0
17,24.0
39,22.5
17,30.0
4,20.0
6,91.645
11,45.0
9,15.0
35,18.0
3,75.0
17,39.95
3,15.0
12,27.5
1,300.0
6,31.495
9,59.0
19,25.0
9,80.0
26,15.0
3,55.0
4,110.0
5,129.95
30,11.0
20,30.0
5,55.0
8,25.0
0,0.0
5,50.0
12,15.0
5,128.99
6,11.690000000000001
5,150.0
2,92.495
8,55.0
5,38.0
46,20.0
2,13.75
43,95.0
10,35.0
7,46.27
10,32.495000000000005
8,17.0
16,305.0
14,61.5
3,60.0
4,64.495
18,39.985
2,19.994999999999997
22,23.25
5,40.0
6,8.5
12,196.0
3,77.0
7,25.98
13,80.0
2,299.995
8,37.5
2,45.0
27,17.0
4,47.5
4,10.0
0,0.0
24,11.5
4,87.5
7,8.0
2,25.0
2,117.5
21,1.0
13,20.0
33,17.95
16,23.494999999999997
10,35.0
2,110.0
16,39.22
20,14.995000000000001
6,175.0
4,8.5
0,0.0
28,51.0
7,30.0
17,40.0
1,20.0
0,0.0
4,77.5
3,10.0
12,30.0
4,275.0
5,9.0
2,80.0
1,50.0
3,50.0
2,11.5
12,21.0
5,57.99
9,100.0
4,24.0
3,122.25
7,100.0
4,16.03
12,54.3
2,58.995000000000005
2,57.495
5,16.0
3,25.0
15,25.0
13,15.0
20,60.0
9,24.0
9,70.0
3,75.0
2,74.97
17,80.0
15,110.0
5,60.0
15,20.0
9,20.0
7,22.99
5,19.99
1,40.0
5,12.0
4,89.5
1,75.0
3,70.0
7,85.0
2,34.995
27,33.95
8,13.495000000000001
11,25.0
8,10.0
14,22.5
4,105.0
4,94.97999999999999
5,15.0
7,25.0
11,60.0
0,0.0
17,199.0
0,0.0
17,39.99
2,39.995
6,23.975
8,10.0
19,30.0
3,70.0
17,20.0
2,57.489999999999995
4,10.5
14,32.5
16,37.99
4,60.0
7,25.0
6,33.49
5,50.0
6,32.5
3,30.0
0,0.0
6,42.5
1,30.0
8,35.995000000000005
4,29.0
7,55.0
4,64.49
3,42.0
3,20.0
0,0.0
5,15.0
4,14.495000000000001
11,30.0
8,23.485
7,29.0
3,15.0
18,20.0
1,36.0
10,27.5
14,11.0
8,32.0
2,31.35
2,32.5
23,40.0
3,145.0
7,18.0
0,0.0
1,17.0
6,8.0
6,116.0
10,39.0
2,80.0
4,76.495
5,24.95
9,40.0
3,85.0
6,10.5
6,80.0
1,68.0
3,46.0
5,129.0
7,14.95
3,18.0
4,45.0
13,7.0
3,20.0
24,19.975
5,85.0
7,6.0
4,92.5
8,20.0
2,42.49
4,44.975
11,40.0
25,40.0
15,20.0
19,20.0
7,75.0
6,29.994999999999997
9,15.0
9,19.0
19,40.0
17,35.0
17,95.0
11,25.0
25,45.0
2,39.495000000000005
3,50.0
3,53.99
2,121.995
5,22.0
4,16.494999999999997
12,62.495000000000005
1,34.99
2,63.5
14,20.0
7,38.0
3,25.0
15,21.0
11,54.99
27,20.0
9,10.0
11,125.0
9,34.99
1,10.0
20,22.0
2,16.5
29,25.0
9,30.0
9,15.0
0,0.0
1,18.0
21,20.0
6,76.995
2,134.49
0,0.0
27,18.0
5,48.99
1,184.99
0,0.0
2,24.494999999999997
7,21.99
5,70.0
2,11.745000000000001
13,25.0
5,74.99
11,17.0
10,65.0
8,25.0
5,26.0
37,40.0
6,37.5
12,49.5
26,20.0
18,59.5
2,52.5
2,90.0
16,10.0
11,38.0
11,55.0
6,46.495000000000005
18,30.0
23,10.0
6,10.0
1,98.99
27,45.0
4,84.47
0,0.0
3,60.0
2,31.0
2,65.0
7,120.0
0,0.0
1,15.0
8,96.745
9,73.33
25,20.0
3,75.0
3,30.0
5,20.0
3,8.0
1,25.0
11,40.0
5,175.0
9,41.99
8,9.0
11,55.0
13,38.48
0,0.0
22,32.5
12,40.0
32,47.989999999999995
7,45.0
5,14.95
5,17.0
1,68.49
2,36.5
0,0.0
8,18.494999999999997
3,69.0
0,0.0
13,62.96
9,10.0
4,97.5
2,24.994999999999997
1,14.99
8,88.5
21,30.0
5,32.0
9,40.0
1,240.0
12,14.0
3,19.99
10,7.745
6,45.0
8,39.995000000000005
12,23.5
37,27.99
0,0.0
9,20.0
9,49.0
4,13.5
3,40.0
4,12.25
1,59.99
12,13.5
9,150.0
0,0.0
5,100.0
10,32.0
11,20.0
0,0.0
7,25.0
7,10.0
0,0.0
7,25.0
16,39.5
20,12.0
1,55.0
0,0.0
10,15.0
29,25.0
4,15.975
3,39.99
14,28.99
2,11.0
1,19.0
2,134.47
23,130.0
17,10.0
3,38.0
1,120.0
12,27.5
1,25.0
23,275.0
21,32.0
12,17.75
9,15.0
13,100.0
58,25.0
11,45.0
7,20.0
6,64.995
6,45.0
6,44.989999999999995
13,11.0
27,15.0
2,52.5
13,20.0
2,30.0
8,91.655
3,60.0
3,140.0
7,50.0
2,21.0
20,9.5
4,49.0
5,8.0
4,137.0
13,55.0
3,150.0
2,75.0
6,16.0
0,0.0
12,10.0
5,50.0
10,35.995000000000005
9,30.0
17,10.0
13,40.0
5,25.0
7,38.99
35,22.0
12,35.0
5,35.0
1,20.0
13,30.0
9,25.0
3,61.0
4,60.0
15,25.0
3,26.0
6,89.495
7,40.0
19,10.0
6,56.5
7,18.0
6,217.5
2,27.479999999999997
6,85.0
2,13.5
3,19.99
14,35.989999999999995
1,81.0
8,22.5
0,0.0
4,50.0
8,32.5
13,10.0
11,26.99
1,59.99
0,0.0
4,37.5
18,20.0
5,21.58
28,20.0
9,35.0
3,36.0
4,44.0
3,49.99
9,10.0
3,29.99
9,35.0
20,37.5
6,87.5
7,45.0
4,64.975
3,74.0
1,5.0
15,15.0
14,32.475
1,26.0
20,41.0
4,104.5
2,87.5
15,15.0
15,30.0
3,50.0
12,74.99000000000001
5,39.99
16,39.0
21,119.99
1,100.0
4,217.495
11,18.99
2,14.0
1,52.99
6,20.0
9,45.0
4,35.0
19,21.96
1,49.95
5,36.0
5,12.5
0,0.0
3,50.0
8,35.0
39,20.0
6,16.5
35,20.0
1,17.0
2,190.0
2,50.99
4,44.49
2,54.0
23,30.0
0,0.0
7,65.0
2,21.5
1,5.0
3,28.5
3,16.0
4,120.0
5,15.0
17,10.0
12,70.0
5,25.0
2,52.47
1,6.0
13,25.0
7,58.0
13,38.0
2,35.995000000000005
5,200.0
8,13.495000000000001
2,8.5
12,14.495000000000001
15,14.0
2,10.0
19,25.0
2,50.0
19,15.0
2,169.975
12,20.0
19,10.0
10,34.5
5,50.0
12,24.994999999999997
1,100.0
2,30.494999999999997
11,26.0
9,24.49
1,60.0
6,39.325
16,56.0
4,45.0
7,17.0
5,130.0
7,20.0
24,22.5
13,20.0
24,42.5
6,14.495000000000001
12,28.7
4,52.5
6,87.0
1,27.99
4,17.49
5,75.0
1,75.0
6,20.0
26,18.994999999999997
6,65.0
0,0.0
8,26.994999999999997
0,0.0
8,37.0
2,27.494999999999997
29,16.0
4,65.0
12,17.475
5,45.0
20,38.745000000000005
7,25.0
23,18.0
4,30.0
7,25.0
9,11.0
6,357.5
6,47.5
3,22.0
0,0.0
6,37.475
1,30.0
3,30.0
12,25.0
6,27.585
18,179.155
2,27.25
3,40.0
22,29.5
2,20.48
2,45.0
6,16.0
3,25.0
5,38.0
3,80.0
13,49.97
0,0.0
10,29.5
12,75.0
0,0.0
3,32.0
9,20.0
2,29.939999999999998
19,110.0
14,30.0
7,34.95
5,32.48
4,35.5
6,15.0
9,49.0
1,39.0
6,15.5
14,13.225
1,20.0
9,30.0
22,25.0
4,21.5
9,14.0
8,40.0
3,109.94
16,15.0
0,0.0
1,5.0
11,75.0
1,159.95
11,30.0
0,0.0
9,14.0
9,25.0
4,70.0
5,60.0
5,60.0
18,26.994999999999997
2,24.975
1,65.0
10,26.994999999999997
7,12.0
14,16.745
3,38.0
0,0.0
12,32.5
8,287.475
0,0.0
3,90.0
0,0.0
10,15.245000000000001
6,75.0
8,7.25
3,40.0
4,82.0
15,50.0
5,50.0
30,11.0
5,10.0
14,32.5
1,55.0
3,10.49
4,6.74
2,47.5
10,38.5
14,22.5
7,40.0
9,15.0
9,25.0
1,23.0
7,40.0
3,15.0
13,18.0
8,79.5
1,90.0
1,75.0
2,160.0
1,55.0
3,100.0
6,65.0
3,37.0
4,25.0
16,25.0
20,9.0
12,29.5
1,60.0
13,29.95
0,0.0
13,80.0
4,37.5
3,5.0
12,18.0
12,22.0
9,100.0
9,9.49
7,10.0
7,20.0
17,120.0
2,15.5
14,19.89
11,29.0
13,100.0
10,37.5
4,13.495000000000001
7,55.0
1,40.0
18,21.0
1,37.0
5,12.0
27,15.0
2,26.0
1,136.0
0,0.0
15,20.0
9,35.0
14,10.0
7,10.0
9,16.0
1,26.99
1,58.31
12,262.0
4,124.99000000000001
3,75.0
14,51.0
13,12.48
25,12.0
6,137.99
3,124.99
4,91.5
3,45.45
3,40.0
13,19.99
6,37.475
3,10.0
23,48.0
2,16.0
11,80.0
12,14.0
21,15.0
4,13.0
27,15.0
21,8.0
10,29.0
41,15.0
0,0.0
11,295.0
1,14.0
0,0.0
9,57.0
2,80.0
8,37.5
17,45.0
5,20.0
7,5.0
8,32.5
14,16.5
4,25.0
13,40.0
8,42.5
18,15.0
0,0.0
13,25.0
3,30.0
0,0.0
4,44.995000000000005
7,35.0
5,70.0
2,59.995000000000005
4,12.5
4,19.5
6,42.5
0,0.0
6,178.325
0,0.0
8,33.739999999999995
15,55.0
0,0.0
5,26.0
5,38.0
2,33.0
11,55.0
1,63.99
14,10.5
7,170.0
13,20.0
9,25.0
86,25.0
3,39.99
1,35.0
3,20.0
2,15.75
0,0.0
9,55.0
1,4.0
3,14.99
4,69.0
3,40.0
5,48.99
2,11.995000000000001
1,300.0
2,345.0
23,16.99
7,80.0
3,25.0
12,19.475
17,69.49
6,35.0
9,15.0
11,20.0
3,130.0
8,4.75
4,20.0
4,17.994999999999997
11,12.5
1,27.99
12,16.494999999999997
3,35.0
2,137.5
18,39.495000000000005
4,97.5
10,77.245
22,50.0
5,40.0
1,100.0
6,38.5
5,22.71
1,25.0
19,45.0
5,22.99
1,24.99
1,22.0
0,0.0
2,77.5
19,55.0
1,30.0
0,0.0
15,12.0
2,68.0
1,24.95
16,10.0
2,9.995000000000001
5,40.0
0,0.0
4,20.994999999999997
0,0.0
23,30.0
11,7.0
18,20.0
5,55.0
10,6.995
4,112.485
2,87.0
4,43.745000000000005
1,18.0
15,40.0
4,75.0
2,45.0
25,17.95
9,35.0
2,62.5
14,40.0
18,20.0
2,21.5
20,31.03
4,117.5
7,10.0
0,0.0
6,16.0
6,55.0
1,17.0
3,50.0
24,60.0
11,30.0
7,49.99
5,23.95
2,56.995000000000005
26,24.975
7,62.99
3,23.31
12,19.994999999999997
6,5.0
6,239.975
22,20.0
2,24.0
6,21.0
1,80.0
12,75.0
5,69.99
14,10.0
6,44.82
5,25.0
7,30.0
6,95.0
4,19.994999999999997
14,27.494999999999997
1,12.0
0,0.0
5,75.0
19,36.95
9,20.0
2,9.995000000000001
2,23.0
5,39.99
4,35.995
14,14.0
6,48.975
5,10.5
4,9.75
5,43.95
11,32.69
2,33.0
1,17.0
14,13.745000000000001
32,222.5
4,96.995
4,262.5
0,0.0
10,19.5
3,75.0
4,42.475
0,0.0
0,0.0
12,21.990000000000002
21,150.0
0,0.0
3,49.98
10,65.0
2,22.5
5,35.0
6,24.0
3,20.0
4,162.5
2,52.5
8,59.495000000000005
0,0.0
9,15.0
17,40.0
0,0.0
1,129.99
5,49.99
3,22.0
17,22.0
1,80.0
1,50.99
4,43.495000000000005
2,67.5
4,17.5
9,145.0
0,0.0
10,27.494999999999997
15,15.0
19,65.0
4,24.5
1,12.0
5,13.0
3,75.0
0,0.0
21,26.0
4,5.5
7,20.0
5,17.0
0,0.0
12,7.5
14,15.5
7,17.0
3,12.0
3,20.0
13,29.0
0,0.0
0,0.0
4,23.119999999999997
8,23.905
7,34.49
13,22.0
3,11.0
8,40.0
11,25.0
5,65.0
9,25.0
20,25.5
4,45.0
2,35.0
2,22.5
11,90.0
22,15.495000000000001
2,70.0
3,51.48
3,54.99
30,21.5
2,53.99
11,11.0
0,0.0
9,26.0
3,15.0
7,24.0
3,15.0
6,23.0
